

📺央卫频道,#genre#
CCTV17,http://118.81.194.174:9003/hls/18/index.m3u8
山西卫视,http://118.81.194.174:9003/hls/19/index.m3u8
北京卫视,http://118.81.194.174:9003/hls/20/index.m3u8
安徽卫视,http://118.81.194.174:9003/hls/21/index.m3u8
重庆卫视,http://118.81.194.174:9003/hls/22/index.m3u8
东方卫视,http://118.81.194.174:9003/hls/23/index.m3u8
福建卫视,http://118.81.194.174:9003/hls/24/index.m3u8
甘肃卫视,http://118.81.194.174:9003/hls/25/index.m3u8
广东卫视,http://118.81.194.174:9003/hls/26/index.m3u8
广西卫视,http://118.81.194.174:9003/hls/27/index.m3u8
海南卫视,http://118.81.194.174:9003/hls/28/index.m3u8
河北卫视,http://118.81.194.174:9003/hls/29/index.m3u8
河南卫视,http://118.81.194.174:9003/hls/30/index.m3u8
黑龙江卫视,http://118.81.194.174:9003/hls/31/index.m3u8
湖北卫视,http://118.81.194.174:9003/hls/32/index.m3u8
湖南卫视,http://118.81.194.174:9003/hls/33/index.m3u8
吉林卫视,http://118.81.194.174:9003/hls/34/index.m3u8
江苏卫视,http://118.81.194.174:9003/hls/35/index.m3u8
江西卫视,http://118.81.194.174:9003/hls/36/index.m3u8
辽宁卫视,http://118.81.194.174:9003/hls/37/index.m3u8
内蒙卫视,http://118.81.194.174:9003/hls/38/index.m3u8
宁夏卫视,http://118.81.194.174:9003/hls/39/index.m3u8
青海卫视,http://118.81.194.174:9003/hls/40/index.m3u8
山东卫视,http://118.81.194.174:9003/hls/41/index.m3u8
陕西卫视,http://118.81.194.174:9003/hls/42/index.m3u8
深圳卫视,http://118.81.194.174:9003/hls/43/index.m3u8
四川卫视,http://118.81.194.174:9003/hls/44/index.m3u8
天津卫视,http://118.81.194.174:9003/hls/45/index.m3u8
西藏卫视,http://118.81.194.174:9003/hls/46/index.m3u8
新疆卫视,http://118.81.194.174:9003/hls/47/index.m3u8
云南卫视,http://118.81.194.174:9003/hls/48/index.m3u8
浙江卫视,http://118.81.194.174:9003/hls/49/index.m3u8
兵团卫视,http://118.81.194.174:9003/hls/50/index.m3u8
山西影视,http://118.81.194.174:9003/hls/51/index.m3u8
山西文体生活,http://118.81.194.174:9003/hls/54/index.m3u8
山西黄河,http://118.81.194.174:9003/hls/55/index.m3u8
金鹰卡通,http://118.81.194.174:9003/hls/56/index.m3u8
卡酷少儿,http://118.81.194.174:9003/hls/57/index.m3u8
怀旧剧场,http://118.81.194.174:9003/hls/58/index.m3u8
世界地理,http://118.81.194.174:9003/hls/59/index.m3u8
风云剧场,http://118.81.194.174:9003/hls/61/index.m3u8
山西影视,http://118.81.194.174:9003/hls/51/index.m3u8
山西影视,http://118.81.195.79:9003/hls/51/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$官网线路
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8$官网线路


📺轮播,#genre#
短剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455
万合出品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9220456 
邵氏影院,http://www.douzhicloud.site:35455/douyu/4246519

家庭剧场,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_877_720P_t10/c54_fast_877_720P_t10.m3u8
都市生活,http://bscloudcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_878_720P_t10/c56_fast_878_720P_t10.m3u8
传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8
警匪悬疑,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c58_fast_880_720P_t10/c58_fast_880_720P_t10.m3u8
古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8
抗战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8
谍战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8
欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8
经典老剧,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_1051_720P_t10/c55_fast_1051_720P_t10.m3u8
乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8
爆笑综艺,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_954_720P_t10/c57_fast_954_720P_t10.m3u8
智勇闯关,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1027_720P_t10/c60_fast_1027_720P_t10.m3u8
相声小品,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1044_720P_t10/c59_fast_1044_720P_t10.m3u8
中国通史,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1029_720P_t10/c60_fast_1029_720P_t10.m3u8
世界历史,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1026_720P_t10/c60_fast_1026_720P_t10.m3u8
传奇故事,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1037_720P_t10/c60_fast_1037_720P_t10.m3u8
经典传奇,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1036_720P_t10/c60_fast_1036_720P_t10.m3u8

 
